"X.U.FEFF.ID","Authors","Title","Year"
"F007S070","<U+5434><U+4FCA>","<U+7EFC><U+5408><U+5EB7><U+590D><U+62A4><U+7406><U+7528><U+4E8E><U+8001><U+5E74> COPD <U+60A3><U+8005><U+6548><U+679C><U+63A2><U+8BA8>",2016
"F007S071","<U+5F20><U+6797><U+73B2>, <U+7A0B><U+5FB7><U+4E91>","<U+80BA><U+5EB7><U+590D><U+5728><U+6162><U+6027><U+963B><U+585E><U+6027><U+80BA><U+75BE><U+75C5><U+60A3><U+8005><U+4E2D><U+7684><U+5E94><U+7528>",2015
"F007S072","<U+6C88><U+5CF0>, <U+590F><U+5FD7><U+9AD8>, <U+738B><U+535A><U+6587>","<U+6C34><U+89E3><U+4E73><U+6E05><U+86CB><U+767D><U+5BF9><U+91CD><U+75C7><U+80F0><U+817A><U+708E><U+5927><U+9F20><U+708E><U+75C7><U+53CD><U+5E94><U+7684><U+5F71><U+54CD>",2013
"F007S073","<U+6C88><U+5CF0>, <U+738B><U+535A><U+6587>","<U+6C34><U+89E3><U+4E73><U+6E05><U+86CB><U+767D><U+5BF9><U+708E><U+75C7><U+6027><U+80A0><U+75C5><U+5927><U+9F20><U+7684><U+6297><U+708E><U+4F5C><U+7528><U+53CA><U+673A><U+5236><U+7814><U+7A76>",2015
"F007S074","E Doña, C Olveira, FJ Palenque, A Dorado…","EFECTO DE LA REHABILITACIÓN RESPIRATORIA ASOCIADA A SUPLEMENTACIÓN NUTRICIONAL SOBRE LA ACTIVIDAD FÍSICA EN PACIENTES CON …",2017
"F007S075","<U+83C5><U+539F><U+6176><U+52C7>, <U+9AD8><U+6A4B><U+4EC1><U+7F8E>, <U+7B20><U+4E95><U+5343><U+666F>, <U+67CF><U+5009><U+525B>…","<U+4F4E><U+5F37><U+5EA6><U+904B><U+52D5><U+4E2D><U+306E><U+6162><U+6027><U+9589><U+585E><U+6027><U+80BA><U+75BE><U+60A3><U+306B><U+5BFE><U+3059><U+308B><U+6804><U+990A><U+88DC><U+7D66><U+4ECB><U+5165><U+306E><U+52B9><U+679C>",2016
"F007S077","<U+56FD><U+65B9><U+3061><U+3042><U+304D>, <U+4E2D><U+6751><U+6D0B><U+4E4B>, <U+5965><U+689D><U+671D><U+5B50>…","COPD <U+60A3><U+8005><U+306B><U+304A><U+3051><U+308B> BIA <U+6CD5><U+3092><U+7528><U+3044><U+305F><U+4F53><U+7D44><U+6210><U+8A55><U+4FA1><U+306E><U+6709><U+7528><U+6027>",2018
"F007S078","<U+5869><U+8C37><U+9686><U+4FE1>, <U+4F50><U+7AF9><U+5C07><U+5B8F>, <U+5DDD><U+8D8A><U+539A><U+826F>","Bedside Teaching COPD <U+306B><U+304A><U+3051><U+308B><U+547C><U+5438><U+30EA><U+30CF><U+30D3><U+30EA><U+4ECB><U+5165>",2013
"F007S079","M Le Guen","Supplémentation en DHA et muscle squelettique de rat adulte en hypoxie",2013
"F007S080","<U+0E13><U+0E31> <U+0E10> <U+0E1E><U+0E25> <U+0E1E><U+0E25><U+0E40><U+0E17><U+0E1E>, <U+0E2D><U+0E20><U+0E34><U+0E0D><U+0E0D><U+0E32> <U+0E27><U+0E07><U+0E28><U+0E4C> <U+0E1E><U+0E34><U+0E23><U+0E34><U+0E22><U+0E42><U+0E22><U+0E18><U+0E32>, <U+0E2A><U+0E38><U+0E23> <U+0E0A><U+0E32><U+0E15><U+0E34> <U+0E2A><U+0E34><U+0E17><U+0E18><U+0E34> <U+0E1B><U+0E01><U+0E23><U+0E13><U+0E4C>","<U+0E1C><U+0E25> <U+0E02><U+0E2D><U+0E07> <U+0E42><U+0E1B><U+0E23><U+0E41><U+0E01><U+0E23><U+0E21> <U+0E01><U+0E32><U+0E23> <U+0E1F><U+0E37><U+0E49><U+0E19><U+0E1F><U+0E39> <U+0E2A><U+0E20><U+0E32><U+0E1E> <U+0E15><U+0E48><U+0E2D> <U+0E04><U+0E27><U+0E32><U+0E21> <U+0E2A><U+0E32><U+0E21><U+0E32><U+0E23><U+0E16> <U+0E43><U+0E19> <U+0E01><U+0E32><U+0E23> <U+0E17><U+0E33> <U+0E2B><U+0E19><U+0E49><U+0E32><U+0E17><U+0E35><U+0E48> <U+0E02><U+0E2D><U+0E07> <U+0E23><U+0E48><U+0E32><U+0E07><U+0E01><U+0E32><U+0E22> <U+0E43><U+0E19> <U+0E1C><U+0E39><U+0E49> <U+0E1B><U+0E48><U+0E27><U+0E22> <U+0E42><U+0E23><U+0E04> <U+0E1B><U+0E2D><U+0E14> <U+0E2D><U+0E38><U+0E14> <U+0E01><U+0E31><U+0E49><U+0E19> <U+0E40><U+0E23><U+0E37><U+0E49><U+0E2D><U+0E23><U+0E31><U+0E07> <U+0E17><U+0E35><U+0E48> <U+0E21><U+0E35> <U+0E20><U+0E32><U+0E27><U+0E30> <U+0E17><U+0E38> <U+0E1E> <U+0E42><U+0E20><U+0E0A><U+0E19><U+0E32><U+0E01><U+0E32><U+0E23>",2013
"F007S082","<U+5869><U+8C37><U+9686><U+4FE1>, <U+4F50><U+7AF9><U+5C07><U+5B8F>, <U+5DDD><U+8D8A><U+539A><U+826F>, <U+83C5><U+539F><U+6176><U+52C7>…","<U+904B><U+52D5><U+51E6><U+65B9><U+3068><U+904B><U+52D5><U+7642><U+6CD5><U+306E><U+5B9F><U+969B>",2012
"F008","W Aniwidyaningsih, R Varraso, N Cano, ...","Impact of nutritional status on body functioning in chronic obstructive pulmonary disease and how to intervene",2008
"F008S001","C Cao, R Wang, J Wang, H Bunjhoo, Y Xu, W Xiong","Body mass index and mortality in chronic obstructive pulmonary disease: a meta-analysis",2012
"F008S002","BJ Caan, ML Kwan, XO Shu, JP Pierce, ...","Weight change and survival after breast cancer in the after breast cancer pooling project",2012
"F008S003","CR Ju, RC Chen","Serum myostatin levels and skeletal muscle wasting in chronic obstructive pulmonary disease",2012
"F008S004","J Singer, EH Yelin, PP Katz, G Sanchez, ...","Respiratory and skeletal muscle strength in COPD: Impact on exercise capacity and lower extremity function",2011
"F008S006","M Baron, M Hudson, R Steele, ...","Is serum albumin a marker of malnutrition in chronic disease? The scleroderma paradigm",2010
"F008S007","G Olveira, C Olveira, I Gaspar, N Porras, ...","Fat-free mass depletion and inflammation in patients with bronchiectasis",2012
"F008S008","BR Ramires, EP de Oliveira, ...","Resting energy expenditure and carbohydrate oxidation are higher in elderly patients with COPD: a case control study",2012
"F008S009","F Di Marco, S Terraneo, MA Roggi, AC Repossi, ...","Physical activity impairment in depressed COPD subjects",2014
"F008S010","N Farooqi, F Slinde, L HAaglin, ...","Validation of SenseWear Armband and ActiHeart monitors for assessments of daily energy expenditure in free-living women with chronic obstructive pulmonary …",2013
"F008S011","H KANAZAWA","Association of six-minute walk distance (6MWD) with resting pulmonary function in patients with chronic obstructive pulmonary disease (COPD)",2011
"F008S013","AP Hitzl, RA Jörres, F Heinemann, M Pfeifer, ...","Nutritional status in patients with chronic respiratory failure receiving home mechanical ventilation: impact on survival",2010
"F008S014","MÁM García, LM Carro, PC Serra","Treatment of non-cystic fibrosis bronchiectasis",2011
"F008S015","EE Martinez, CD Smallwood, LJ Bechard, ...","Metabolic assessment and individualized nutrition in children dependent on mechanical ventilation at home",2015
"F008S016","F Sanei, T Wilkinson","Influenza vaccination for patients with chronic obstructive pulmonary disease: understanding immunogenicity, efficacy and effectiveness",2016
"F008S017","B Panaszek, Z Machaj, E Bogacka, K Lindner","Chronic disease in the elderly",2009
"F008S018","RI El-Korashy, YM Amin, HA Moussa, I Badawy, ...","Study the relationship of erythropoietin and chronic obstructive pulmonary disease",2012
"F008S019","KA Myers","Cigarette smoking: an underused tool in high-performance endurance training",2010
"F008S020","EE Martinez, CD Smallwood, NL Quinn, K Ariagno, ...","Body composition in children with chronic illness: accuracy of bedside assessment techniques",2017
"F008S021","PF Zheng, L Shu, CJ Si, XY Zhang, XL Yu, ...","Dietary patterns and chronic obstructive pulmonary disease: A meta-analysis",2016
"F008S022","N Shalit, A Tierney, A Holland, B Miller, ...","Factors that influence dietary intake in adults with stable chronic obstructive pulmonary disease",2016
"F008S023","<U+9648><U+6587><U+5B87>, <U+94A6><U+5149><U+8DC3>","<U+6162><U+6027><U+963B><U+585E><U+6027><U+80BA><U+75BE><U+75C5><U+4F34><U+53D1><U+8425><U+517B><U+4E0D><U+826F><U+7684><U+673A><U+5236><U+53CA><U+5176><U+5E72><U+9884><U+7814><U+7A76><U+8FDB><U+5C55>",2011
"F008S024","MÁM García, LM Carro, PC Serra","Tratamiento de las bronquiectasias no debidas a fibrosis quística",2011
"F008S025","Y Yoshii, S Hadano, A Otomo, K Kawabe, K Ikeda, ...","Lower serum lipid levels are related to respiratory impairment in patients with ALS",2010
"F008S026","<U+4EFB><U+51EF>, <U+7AE0><U+8363> [1","<U+80BA><U+529F><U+80FD><U+8BAD><U+7EC3><U+5408><U+5E76><U+8425><U+517B><U+652F><U+6301><U+5728><U+6162><U+6027><U+963B><U+585E><U+6027><U+80BA><U+75BE><U+75C5><U+60A3><U+8005><U+7A33><U+5B9A><U+671F><U+5EB7><U+590D><U+4E2D><U+7684><U+5E94><U+7528>",2014
"F008S027","<U+4F59><U+96EA><U+6885> [1, <U+738B><U+82F1>, <U+4F55><U+4FD0> [1","<U+80BA><U+529F><U+80FD><U+8BAD><U+7EC3><U+548C><U+8425><U+517B><U+652F><U+6301><U+5BF9><U+6162><U+6027><U+963B><U+585E><U+6027><U+80BA><U+75BE><U+75C5><U+60A3><U+8005><U+7684><U+6548><U+679C>",2013
"F008S028","<U+738B><U+7389><U+6625>, <U+5B8B><U+4E1C><U+5E86>, <U+5F20><U+73CD><U+65B9>, <U+5F20><U+6B63><U+5BFF>, <U+6731><U+6653><U+5CA9>, <U+8C2D><U+901A>","<U+76CA><U+6C14><U+5065><U+813E><U+6CD5><U+5BF9><U+6162><U+6027><U+963B><U+585E><U+6027><U+80BA><U+75BE><U+75C5><U+5408><U+5E76><U+547C><U+5438><U+8870><U+7AED><U+60A3><U+8005><U+8425><U+517B><U+7684><U+4E34><U+5E8A><U+7814><U+7A76>",2013
"F008S029","<U+50A8><U+971E>","COPD <U+60A3><U+8005><U+8425><U+517B><U+4E0D><U+826F><U+53D1><U+751F><U+60C5><U+51B5><U+8C03><U+67E5><U+53CA><U+8425><U+517B><U+652F><U+6301><U+6548><U+679C><U+63A2><U+8BA8>",2014
"F008S030","<U+5F90><U+536B><U+534E>, <U+738B><U+5EFA><U+519B>, <U+5415><U+7FA4>, <U+51AF><U+54F2><U+654F>","<U+6162><U+6027><U+963B><U+585E><U+6027><U+80BA><U+75BE><U+75C5><U+60A3><U+8005><U+808C><U+8089><U+840E><U+7F29><U+4E0E><U+7CFB><U+7EDF><U+6027><U+708E><U+75C7><U+53CA><U+547C><U+5438><U+808C><U+529B><U+7684><U+76F8><U+5173><U+6027>",2013
"F008S032","R Yan, Y Wang, J Bo, W Li","Healthy lifestyle behaviors among individuals with chronic obstructive pulmonary disease in urban and rural communities in China: a large community-based …",2017
"F008S033","M Mutiyani, DW Soeatmadji, ...","EFEK DIET TINGGI KARBOHIDRAT DAN DIET TINGGI LEMAK TERHADAP KADAR GLUKOSA DARAH DAN KEPADATAN SEL BETA PANKREAS PADA TIKUS …",2014
"F008S034","CS Silva, CT da Silva Junior, PS Silva, RBB Cardoso, ...","Abordagem nutricional em pacientes com doença pulmonar obstrutiva crônica",2010
"F008S035","<U+738B><U+5EFA><U+519B>, <U+5415><U+7FA4>","<U+808C><U+8089><U+840E><U+7F29><U+5BF9><U+91CD><U+5EA6><U+6162><U+6027><U+963B><U+585E><U+6027><U+80BA><U+75BE><U+75C5><U+60A3><U+8005><U+751F><U+6D3B><U+8D28><U+91CF><U+7684><U+5F71><U+54CD>",2013
"F008S037","<U+7EAA><U+4F1F><U+5A1F>, <U+795D><U+654F>","<U+8425><U+517B><U+652F><U+6301><U+53CA><U+62A4><U+7406><U+5E72><U+9884><U+5BF9><U+6162><U+6027><U+963B><U+585E><U+6027><U+80BA><U+75C5><U+60A3><U+8005><U+7684><U+7597><U+6548><U+53CA><U+751F><U+6D3B><U+8D28><U+91CF><U+7684><U+5F71><U+54CD>",2010
"F008S038","F De Benedetto, R Pastorelli, M Ferrario, F de Blasio, ...","Supplementation with Qter® and Creatine improves functional performance in COPD patients on long term oxygen therapy",2018
"F008S039","C Taylor","Malnutrition: causes, consequences and solutions",2018
"F008S040","J Andreyev","Late effects of cancer treatment in adult patients",2010
"F008S042","C Pison, P Crétier, F Frumy, A Danton, ...","Un patient emphysémateux dénutri",2012
"F008S043","<U+6797><U+5F6C>, <U+5468><U+8096><U+82F1>","<U+8425><U+517B><U+652F><U+6301><U+5BF9><U+6162><U+6027><U+963B><U+585E><U+6027><U+80BA><U+75C5><U+6025><U+6027><U+52A0><U+91CD><U+671F><U+60A3><U+8005><U+80BA><U+529F><U+80FD><U+7684><U+5F71><U+54CD>",2009
"F008S046","MD Sachin Shah, O Michael, RN Merne Wilson, ...","Holiday Reading",2011
"F008S047","NFA Roberts","New study on cigarettes",NA
"F008S048","N Farooqi","Nutrition and energy expenditure in women with chronic obstructive pulmonary disease",2016
"F008S049","AG El Gazzar, GF Al Mehy, TM Gouda, ...","Evaluation of erythropoietin hormone in chronic obstructive pulmonary disease patients during exacerbation and after remission",2017
"F008S050","A Roberts","New study on cigarettes: performance enhancing effects on endurance training",2011
"F008S052","PYH Leong-Smith","This electronic thesis or dissertation has been downloaded from the King's Research Portal at https://kclpure. kcl. ac. uk/portal",NA
"F008S053","E Doña, C Olveira, FJ Palenque, N Porras, ...","Body Composition Measurement in Bronchiectasis: Comparison between Bioelectrical Impedance Analysis, Skinfold Thickness Measurement, and Dual …",2018
"F008S054","L Wang","A health coaching self-management programme for patients with Chronic Obstructive Pulmonary Disease: An explorative and interventional study",2018
"F008S055","E Wasserman, T Staton","People with Chronic Obstructive Pulmonary Disease (COPD) Who Received Nutrition Treatment in the Hospital Had Better Health Outcomes",NA
"F008S056","C Pison, P Crétier, F Frumy, A Danton, I Vivodtzev, ...","Un patient emphysémateux dénutri An undernourished patient with emphysema",NA
"F008S057","<U+738B><U+4F73>, <U+6D2A><U+5FE0><U+65B0>, <U+6B66><U+529B>, <U+4E01><U+51B0><U+6770>, <U+6BD5><U+7814><U+971E>, <U+987E><U+4E2D><U+4E00>, <U+674E><U+4F1F>","<U+5317><U+4EAC><U+5E02><U+623F><U+5C71><U+533A><U+5F20><U+574A><U+6751><U+9AD8><U+8840><U+538B><U+60A3><U+8005><U+8425><U+517B><U+7D20><U+6444><U+5165><U+6BD4><U+4F8B><U+5BF9><U+63E1><U+529B><U+7684><U+5F71><U+54CD><U+53CA><U+673A><U+5236><U+7814><U+7A76># br",2017
"F008S058","H Grut, E Haugen, HK Foerster, IB Norum, M Hjortdal","KOLS-pasienter og underernæring: KLoK-oppgave",2009
"F008S061","C Pison, N Cano","Nutrition et réhabilitation respiratoire au cours de la BPCO",2012
"F008S062","V Gregorietti, G Bortman, SV Perrone","Conformación de grupos de trabajo para estudio y tratamiento de la hipertensión arterial pulmonar",2012
"F008S063","F Espíldora Hernández","Prevalencia e impacto de los síntomas de depresión y ansiedad en la calidad de vida de pacientes con bronquiectasias no fibrosis quística",2014
"F008S064","JL Schlienger","Appareil respiratoire",2018
"F008S065","A Base, P do Programa","Conferência de Digitação",2006
"F008S067","J Hopen","Ernæring hos mennesker med KOLS",2013
"F008S068","<U+9673><U+4E43><U+91E7>, <U+8607><U+5343><U+73B2>, <U+5F6D><U+96EA><U+96F2>, <U+6C88><U+5EFA><U+696D>","<U+6162><U+6027><U+963B><U+585E><U+6027><U+80BA><U+75BE><U+75C5><U+60A3><U+8005><U+4E4B><U+98F2><U+98DF><U+71DF><U+990A>",2009
"F008S069","FF Çakir","Stabil Durumdaki KOAH Hastalarinda Solunum Fonksiyonlari, Egzersiz Kapasitesi, Yasam Kalitesi, Anksiyete Ile Birlikte Agri, Kas Kuvveti Ve Kemik Mineral …",2019
"F008S070","A Jasper","ASSOCIATION BETWEEN PHYSICAL ACTIVITY AND AUTONOMIC FUNCTION IN COPD PATIENTS",2018
"F008S071","V Contreras Bolivar","Estado Nutricional y de vitaminas liposolubles en Fibrosis Quística y Bronquiectasias",2017
"F008S073","V Gregorietti, G Bortman, SV Perrone","HIPERTENSION PULMONAR",NA
"F008S074","<U+962E><U+4E3D><U+840D>, <U+9648><U+90A6><U+83CA>","<U+6162><U+6027><U+963B><U+585E><U+6027><U+80BA><U+75BE><U+75C5><U+60A3><U+8005><U+7684><U+5168><U+7A0B><U+62A4><U+7406>",2015
"F008S075","DM Yavsan, M Tosun, M Göktepe, T Teke, ...","Nutritional and Antropometric Parameters in COPD Patients with Respiratory Failure",2014
"F008S076","S Budweiser, RA Jörres, F Heinemann, ...","Prognosefaktoren bei Patienten mit COPD mit chronisch-hyperkapnischer respiratorischer Insuffizienz und außerklinischer Beatmungstherapie",2009
"F008S077","MAG Pedro","Intervenção nutricional numa população hospitalizada em função do risco e estado nutricional",2015
"F008S080","JW Fitting","Nouvelles pistes pour la réhabilitation respiratoire dans la bronchopneumopathie chronique obstructive (BPCO).",2010
"F009","AM Giudetti, R Cagnazzo","Beneficial effects of n-3 PUFA on chronic airway inflammatory diseases",2012
"F009S000","D Zhu, Y Zhang, S Li, L Gan, H Feng, W Nie","Enteral omega-3 fatty acid supplementation in adult patients with acute respiratory distress syndrome: a systematic review of randomized controlled trials with …",2014
"F009S001","R Marion-Letellier, G Savoye, S Ghosh","Polyunsaturated fatty acids and inflammation",2015
"F009S002","C Morin, R Hiram, E Rousseau, PU Blier, ...","Docosapentaenoic acid monoacylglyceride reduces inflammation and vascular remodeling in experimental pulmonary hypertension",2014
"F009S003","R Scirpo, R Fiorotto, A Villani, M Amenduni, ...","Stimulation of nuclear receptor peroxisome proliferator–activated receptor-<U+03B3> limits NF-<U+03BA>B-dependent inflammation in mouse cystic fibrosis biliary epithelium",2015
"F009S005","I Taranu, M Gras, GC Pistol, M Motiu, DE Marin, ...","<U+03C9>-3 PUFA rich Camelina oil by-products improve the systemic metabolism and spleen cell functions in fattening pigs",2014
"F009S006","WH Schunck, A Konkel, R Fischer, ...","Therapeutic potential of omega-3 fatty acid-derived epoxyeicosanoids in cardiovascular and inflammatory diseases",2018
"F009S007","MJ Hsieh, TM Yang, YH Tsai","Nutritional supplementation in patients with chronic obstructive pulmonary disease",2016
"F009S008","T Nordgren, T Friemel, A Heires, J Poole, T Wyatt, ...","The omega-3 fatty acid docosahexaenoic acid attenuates organic dust-induced airway inflammation",2014
"F009S009","J Gdula-Argasinska, J Czepiel, J Toton-Zuranska, ...","n-3 Fatty acids regulate the inflammatory-state related genes in the lung epithelial cells exposed to polycyclic aromatic hydrocarbons",2016
"F009S010","LEM Willemsen","Dietary n-3 long chain polyunsaturated fatty acids in allergy prevention and asthma treatment",2016
"F009S011","X Wang, D Li, M Qu, R Durrani, B Yang, Y Wang","Immobilized MAS1 lipase showed high esterification activity in the production of triacylglycerols with n-3 polyunsaturated fatty acids",2017
"F009S012","CS Thesing, M Bot, Y Milaneschi, EJ Giltay, ...","Omega-3 and omega-6 fatty acid levels in depressive and anxiety disorders",2018
"F009S013","N Nogradi, LL Couetil, J Messick, ...","Omega-3 fatty acid supplementation provides an additional benefit to a low-dust diet in the management of horses with chronic lower airway inflammatory disease",2015
"F009S014","R Varraso, RG Barr, WC Willett, ...","Fish intake and risk of chronic obstructive pulmonary disease in 2 large US cohorts",2014
"F009S015","DM Toraldo, FD Nuccio, E Scoditti","Systemic inflammation in chronic obstructive pulmonary disease: may diet play a therapeutic role",2013
"F009S016","R Khaddaj-Mallat, C Morin, É Rousseau","Novel n-3 PUFA monoacylglycerides of pharmacological and medicinal interest: Anti-inflammatory and anti-proliferative effects",2016
"F009S017","MH Liu, AH Lin, SH Lu, RY Peng, TS Lee, ...","Eicosapentaenoic acid attenuates cigarette smoke-induced lung inflammation by inhibiting ROS-sensitive inflammatory signaling",2014
"F009S018","C Böcking, H Harb, MJ Ege, N Zehethofer, ...","Bioavailability and allergoprotective capacity of milk-associated conjugated linoleic acid in a murine model of allergic airway inflammation",2014
"F009S019","S Juman, M Hashimoto, M Katakura, T Inoue, Y Tanabe, ...","Effects of long-term oral administration of arachidonic acid and docosahexaenoic acid on the immune functions of young rats",2013
"F009S020","T Whyand, JR Hurst, M Beckles, ...","Pollution and respiratory disease: can diet or supplements help? A review",2018
"F009S022","VC Romero, EC Somers, V Stolberg, C Clinton, ...","Developmental programming for allergy: a secondary analysis of the Mothers, Omega-3, and Mental Health Study",2013
"F009S023","D Sallet, E Abaide, C Marcuz, G Ariotti, V Dal Prá, ...","Obtaining fatty acids from Mortierella isabellina using supercritical carbon dioxide and compressed liquefied petroleum gas",2017
"F009S024","CO Henry, E Dalloneau, MT Pérez-Berezo, ...","In vitro and in vivo evidence for an inflammatory role of the calcium channel TRPV4 in lung epithelium: Potential involvement in cystic fibrosis",2016
"F009S025","C Beermann, S Neumann, D Fußbroich, S Zielen, ...","Combinations of distinct long-chain polyunsaturated fatty acid species for improved dietary treatment against allergic bronchial asthma",2016
"F009S026","K Palanisamy, R Krishnaswamy, ...","Eicosapentaenoic acid prevents TCDD-induced oxidative stress and inflammatory response by modulating MAP kinases and redox-sensitive transcription …",2015
"F009S027","M Hashimoto, T Inoue, M Katakura, S Hossain, ...","Differential effects of docoosahexaenoic and arachidonic acid on fatty acid composition and myosin heavy chain-related genes of slow-and fast-twitch skeletal …",2016
"F009S028","CA Moran, M Morlacchini, JD Keegan, ...","The effect of dietary supplementation with Aurantiochytrium limacinum on lactating dairy cows in terms of animal health, productivity and milk composition",2018
"F009S029","N Rodriguez-Perez, E Schiavi, R Frei, R Ferstl, ...","Altered fatty acid metabolism and reduced stearoyl-coenzyme a desaturase activity in asthma",2017
"F009S030","W Ansar, S Ghosh","Biology of C Reactive Protein in Health and Disease",2016
"F009S031","D Vergara, M D'Alessandro, ...","A lipidomic approach to the study of human CD4+ T lymphocytes in multiple sclerosis",2015
"F009S032","M Picq, N Bernoud-Hubac, ...","Synthesis and Biological Interest of Structured Docosahexaenoic Acid–Containing Triacylglycerols and Phospholipids",2013
"F009S033","R Khaddaj-Mallat, C Sirois, M Sirois, E Rizcallah, ...","Pro-resolving effects of resolvin D2 in LTD4 and TNF-a pre-treated human bronchi",2016
"F009S034","RS Deeb, DP Hajjar","Repair mechanisms in oxidant-driven chronic inflammatory disease",2016
"F009S035","R Khaddaj-Mallat, R Hiram, C Sirois, ...","MAG-DPA curbs inflammatory biomarkers and pharmacological reactivity in cytokine-triggered hyperresponsive airway models",2016
"F009S036","Y Lin, J Ge, H Ling, Y Zhang, X Yan, W Ping","Isolation of a novel strain of Monoraphidium sp. and characterization of its potential for a-linolenic acid and biodiesel production",2018
"F009S037","MG Binker, MJ Binker-Cosen, D Richards, ...","Omega-3 PUFA docosahexaenoic acid decreases LPS-stimulated MUC5AC production by altering EGFR-related signaling in NCI-H292 cells",2015
"F009S038","L Panda, A Gheware, R Rehman, MK Yadav, ...","Linoleic acid metabolite leads to steroid resistant asthma features partially through NF-<U+03BA>B",2017
"F009S039","R Scirpo, R Fiorotto, A Villani, M Amenduni, ...","Stimulation of nuclear receptor PPAR-<U+03B3> limits NF-kB-dependent inflammation in mouse cystic fibrosis biliary epithelium",2015
"F009S040","TM Nordgren, AJ Heires, KL Bailey, ...","Docosahexaenoic acid enhances amphiregulin-mediated bronchial epithelial cell repair processes following organic dust exposure",2017
"F009S041","Y Xin, C Shen, Y She, H Chen, C Wang, L Wei, K Yoon, ...","Biosynthesis of triacylglycerol molecules with a tailored PUFA profile in industrial microalgae",2019
"F009S042","D Obeso, L Mera-Berriatua, J Rodríguez-Coira, ...","Multi-omics analysis points to altered platelet functions in severe food-associated respiratory allergy",2018
"F009S043","L Xu, L Zhang, D Li, P Liu, CP Tan, ...","Deep Eutectic Solvents Enable the Enhanced Production of n-3 PUFA-Enriched Triacylglycerols",2017
"F009S044","G Chene, V Baillif, ...","In Vitro and in Vivo Anti-Inflammatory Effect of a Biotechnologically Modified Borage Seed Extract: Evidence for Lipid Pro-Resolving Mediators' Implication …",2015
"F009S045","<U+042E><U+041A> <U+0414><U+0435><U+043D><U+0438><U+0441><U+0435><U+043D><U+043A><U+043E>, <U+0422><U+041F> <U+041D><U+043E><U+0432><U+0433><U+043E><U+0440><U+043E><U+0434><U+0446><U+0435><U+0432><U+0430>, <U+041D><U+0412> <U+0416><U+0443><U+043A><U+043E><U+0432><U+0430>, ...","<U+0410><U+0441><U+0441><U+043E><U+0446><U+0438><U+0430><U+0446><U+0438><U+044F> <U+043C><U+0435><U+0442><U+0430><U+0431><U+043E><U+043B><U+0438><U+0437><U+043C><U+0430> <U+0436><U+0438><U+0440><U+043D><U+044B><U+0445> <U+043A><U+0438><U+0441><U+043B><U+043E><U+0442> <U+0441> <U+0441><U+0438><U+0441><U+0442><U+0435><U+043C><U+043D><U+043E><U+0439> <U+0432><U+043E><U+0441><U+043F><U+0430><U+043B><U+0438><U+0442><U+0435><U+043B><U+044C><U+043D><U+043E><U+0439> <U+0440><U+0435><U+0430><U+043A><U+0446><U+0438><U+0435><U+0439> <U+043F><U+0440><U+0438> <U+0445><U+0440><U+043E><U+043D><U+0438><U+0447><U+0435><U+0441><U+043A><U+0438><U+0445> <U+0437><U+0430><U+0431><U+043E><U+043B><U+0435><U+0432><U+0430><U+043D><U+0438><U+044F><U+0445> <U+043E><U+0440><U+0433><U+0430><U+043D><U+043E><U+0432> <U+0434><U+044B><U+0445><U+0430><U+043D><U+0438><U+044F>",2016
"F009S046","B Martínez, M ª Pilar, JE La Serna Infantes, ...","Estado nutricional y funcional en pacientes con enfermedad pulmonar obstructiva crónica: efectos de la suplementación nutricional oral (estudio OFOS)",2017
"F009S047","<U+042E><U+041A> <U+0414><U+0435><U+043D><U+0438><U+0441><U+0435><U+043D><U+043A><U+043E>, <U+0422><U+041F> <U+041D><U+043E><U+0432><U+0433><U+043E><U+0440><U+043E><U+0434><U+0446><U+0435><U+0432><U+0430>, <U+041D><U+0412> <U+0416><U+0443><U+043A><U+043E><U+0432><U+0430>, ...","<U+041C><U+0435><U+0442><U+0430><U+0431><U+043E><U+043B><U+0438><U+0447><U+0435><U+0441><U+043A><U+0438><U+0435> <U+043F><U+0440><U+0435><U+0432><U+0440><U+0430><U+0449><U+0435><U+043D><U+0438><U+044F> <U+043F><U+043E><U+043B><U+0438><U+043D><U+0435><U+043D><U+0430><U+0441><U+044B><U+0449><U+0435><U+043D><U+043D><U+044B><U+0445> <U+0436><U+0438><U+0440><U+043D><U+044B><U+0445> <U+043A><U+0438><U+0441><U+043B><U+043E><U+0442> <U+043F><U+0440><U+0438> <U+0445><U+0440><U+043E><U+043D><U+0438><U+0447><U+0435><U+0441><U+043A><U+0438><U+0445> <U+0432><U+043E><U+0441><U+043F><U+0430><U+043B><U+0438><U+0442><U+0435><U+043B><U+044C><U+043D><U+044B><U+0445> <U+0437><U+0430><U+0431><U+043E><U+043B><U+0435><U+0432><U+0430><U+043D><U+0438><U+044F><U+0445> <U+043E><U+0440><U+0433><U+0430><U+043D><U+043E><U+0432> <U+0434><U+044B><U+0445><U+0430><U+043D><U+0438><U+044F>",2015
"F009S049","R Scirpo, R Fiorotto, L Fabris, M Strazzabosco","Activation of PPAR-<U+03B3> Signaling as a Novel Target to Limit NF<U+03BA>B-Dependent Inflammation in Cystic Fibrosis Biliary Epithelium",2014
"F009S050","TP Novgorodtseva, TA Gvozdenko, TI Vitkina, ...","Regulatory signal mechanisms of systemic inflammation in respiratory pathology",NA
"F009S051","S Das, BK Thakur","Mucosal immune system of the respiratory tract: regulation of tolerance and immune response.",NA
