ID,Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
F016S008,28,"SV Arnett, LM Alleva, R Korossy-Horwood, IA Clark",Chronic fatigue syndrome–a neuroimmunological model,2011,Medical hypotheses,Elsevier,https://www.sciencedirect.com/science/article/pii/S0306987711001320,"https://scholar.google.com/scholar?cites=8389526715421445515&as_sdt=400005&sciodt=0,14&hl=en",9,2019-04-26,HTML,,,,,,,,28,3.5,7,4,8
F016S009,25,"XD Liu, HZ Jin, BHP Ng, YH Gu, ...",Therapeutic effects of qigong in patients with COPD: a randomized controlled trial,2012,Hong Kong Journal of …,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1016/j.hkjot.2012.06.002,"https://scholar.google.com/scholar?cites=13287685873106851640&as_sdt=400005&sciodt=0,14&hl=en",10,2019-04-26,,,,,,,,,25,3.57,5,5,7
F016S010,19,AS Reece,Chronic immune stimulation as a contributing cause of chronic disease in opiate addiction including multi-system ageing,2010,Medical hypotheses,Elsevier,https://www.sciencedirect.com/science/article/pii/S030698771000294X,"https://scholar.google.com/scholar?cites=3837504208293666876&as_sdt=400005&sciodt=0,14&hl=en",11,2019-04-26,HTML,,,,,,,,19,2.11,19,1,9
F016S011,13,"BHP Ng, HWH Tsang, BFL Ng, C So",Traditional Chinese exercises for pulmonary rehabilitation: evidence from a systematic review,2014,Journal of cardiopulmonary …,journals.lww.com,https://journals.lww.com/jcrjournal/Fulltext/2014/11000/Traditional_Chinese_Exercises_for_Pulmonary.1.aspx,"https://scholar.google.com/scholar?cites=12666770098971924101&as_sdt=400005&sciodt=0,14&hl=en",12,2019-04-26,HTML,,,,,,,,13,2.6,3,4,5
F016S012,11,"RM Engel, S Vemulpad",Progression to chronic obstructive pulmonary disease (COPD): Could it be prevented by manual therapy and exercise during the 'at risk'stage (stage 0)?,2009,Medical hypotheses,Elsevier,https://www.sciencedirect.com/science/article/pii/S030698770800546X,"https://scholar.google.com/scholar?cites=18319380148419984542&as_sdt=400005&sciodt=0,14&hl=en",13,2019-04-26,HTML,,,,,,,,11,1.1,6,2,10
F016S013,8,"IM Olfert, MH Malek, TML Eagan, ...",Inflammatory cytokine response to exercise in alpha-1-antitrypsin deficient COPD patients 'on'or 'off'augmentation therapy,2014,BMC …,bmcpulmmed.biomedcentral.com,https://bmcpulmmed.biomedcentral.com/articles/10.1186/1471-2466-14-106,"https://scholar.google.com/scholar?cites=10036406452863641551&as_sdt=400005&sciodt=0,14&hl=en",14,2019-04-26,HTML,,,,,,,,8,1.6,2,4,5
F016S014,7,"SMA El-Kade, OH Al-Jiffri",Exercise alleviates depression related systemic inflammation in chronic obstructive pulmonary disease patients,2016,African health sciences,ajol.info,https://www.ajol.info/index.php/ahs/article/view/152543,"https://scholar.google.com/scholar?cites=14016069767801702564&as_sdt=400005&sciodt=0,14&hl=en",15,2019-04-26,,,,,,,,,7,2.33,4,2,3
F016S015,8,"Y Chen, EG Noble",Is exercise beneficial to the inflammatory bowel diseases? An implication of heat shock proteins,2009,Medical hypotheses,Elsevier,https://www.sciencedirect.com/science/article/pii/S0306987708004222,"https://scholar.google.com/scholar?cites=4553400747757959841&as_sdt=400005&sciodt=0,14&hl=en",16,2019-04-26,HTML,,,,,,,,8,0.8,4,2,10
F016S016,18,"J Gea, E Barreiro",Actualización en los mecanismos de disfunción muscular en la EPOC,2008,Archivos de Bronconeumologia,Elsevier,https://www.sciencedirect.com/science/article/pii/S0300289608704411,"https://scholar.google.com/scholar?cites=4058095912203477674&as_sdt=400005&sciodt=0,14&hl=en",17,2019-04-26,,,,,,,,,18,1.64,9,2,11
F016S017,6,"S Waseem, M Hossain, A Rizvi, ...",Oxidative stress and lipid profile in COPD patients: Beneficial role of exercise and scope for improvement,2013,Biomedical …,pdfs.semanticscholar.org,https://pdfs.semanticscholar.org/fc9c/952c264cb19ba9a0e6ca068c488975234d2c.pdf,"https://scholar.google.com/scholar?cites=5425693046630267234&as_sdt=400005&sciodt=0,14&hl=en",18,2019-04-26,PDF,,,,,,,,6,1.0,2,4,6
F016S018,6,"SMEK Abd, OH Al-Jiffri, FM Al-Shreef",Plasma inflammatory biomarkers response to aerobic versus resisted exercise training for chronic obstructive pulmonary disease patients.,2016,African health sciences,europepmc.org,https://europepmc.org/articles/pmc4994560,"https://scholar.google.com/scholar?cites=13909179542029891617&as_sdt=400005&sciodt=0,14&hl=en",19,2019-04-26,HTML,,,,,,,,6,2.0,2,3,3
F016S019,4,"SMA El-Kader, OH Al-Jiffri, FM Al-Shreef",Plasma inflammatory biomarkers response to aerobic versus resisted exercise training for chronic obstructive pulmonary disease patients,2016,African Health Sciences,ajol.info,https://www.ajol.info/index.php/ahs/article/view/138611,"https://scholar.google.com/scholar?cites=15062049543886408402&as_sdt=400005&sciodt=0,14&hl=en",20,2019-04-26,,,,,,,,,4,1.33,1,3,3
F016S020,3,"BS Silva, FS Lira, FE Rossi, D Ramos, ...",Inflammatory and metabolic responses to different resistance training on chronic obstructive pulmonary disease: a randomized control trial,2018,Frontiers in …,frontiersin.org,https://www.frontiersin.org/articles/10.3389/fphys.2018.00262,"https://scholar.google.com/scholar?cites=12759571222195586176&as_sdt=400005&sciodt=0,14&hl=en",21,2019-04-26,HTML,,,,,,,,3,3.0,1,5,1
F016S021,6,"АН Ильницкий, КИ Прощаев, НИ Жернакова, ...",Нейроиммуноэндокринные механизмы протективных эффектов медицинской реабилитации у пожилых больных,2010,Успехи …,elibrary.ru,https://elibrary.ru/item.asp?id=15117682,"https://scholar.google.com/scholar?cites=12467010974890614828&as_sdt=400005&sciodt=0,14&hl=en",22,2019-04-26,CITATION,,,,,,,,6,0.67,2,4,9
F016S022,2,"YC Lin, YJ Lin, TC Wu, CC Cheng, ...",Supplementation of fish oil improves functional capacity and quality of life in patients with chronic obstructive pulmonary disease,2016,Current Topics in …,go.galegroup.com,https://go.galegroup.com/ps/i.do?id=GALE%7CA479943049&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=15407535&p=HRCA&sw=w,"https://scholar.google.com/scholar?cites=15812955777561557431&as_sdt=400005&sciodt=0,14&hl=en",23,2019-04-26,,,,,,,,,2,0.67,0,5,3
F016S023,2,"D Ramos, M Proenca, MR Leite, AD Ferreira, ...",Effects of exposure to biomass burning on pulmonary inflammatory markers and pulmonary function in individuals with COPD,2017,Revista Portuguesa de …,Elsevier,https://www.sciencedirect.com/science/article/pii/S2173511517300672,"https://scholar.google.com/scholar?cites=2825280532397621437&as_sdt=400005&sciodt=0,14&hl=en",24,2019-04-26,HTML,,,,,,,,2,1.0,0,5,2
F016S024,2,"SJ Semple, AJ McKune",COPD: Is there evidence to support a role for resistance training in improving measurable health-related quality of life in pulmonary rehabilitation?,2007,South African Journal of Sports Medicine,journals.co.za,https://journals.co.za/content/m_sajsm/19/5/EJC66997,"https://scholar.google.com/scholar?cites=4779453715504618053&as_sdt=400005&sciodt=0,14&hl=en",25,2019-04-26,,,,,,,,,2,0.17,1,2,12
F016S025,3,"张彩虹, 姜芬, 蔡小霞, 王海花, 王志凌, 黄玉泉, ...",不同运动方式对 COPD 缓解期患者血清细胞因子的影响,2012,,biomed.cnjournals.com,http://biomed.cnjournals.com/ch/reader/download_pdf.aspx?file_no=201205039&year_id=2012&quarter_id=5&falg=1,"https://scholar.google.com/scholar?cites=2587934744913513839&as_sdt=400005&sciodt=0,14&hl=en",26,2019-04-26,PDF,,,,,,,,3,0.43,0,7,7
F016S026,3,"郭彤, 徐玉华, 苗深文, 孙丽",肺康复与慢性阻塞性肺疾病患者的全身系统性炎症反应,2013,,cnki.com.cn,http://www.cnki.com.cn/Article/CJFDTotal-ZLYD201319072.htm,"https://scholar.google.com/scholar?cites=2198602711842050006&as_sdt=400005&sciodt=0,14&hl=en",27,2019-04-26,,,,,,,,,3,0.5,1,4,6
F016S027,3,"陈荣昌, 巨春蓉",慢性阻塞性肺疾病与骨骼肌功能异常,2011,中华结核和呼吸杂志,gird.cn,http://www.gird.cn/Article/Upload/files/%E6%85%A2%E6%80%A7%E9%98%BB%E5%A1%9E%E6%80%A7%E8%82%BA%E7%96%BE%E7%97%85%E4%B8%8E%E9%AA%A8%E9%AA%BC%E8%82%8C%E5%8A%9F%E8%83%BD%E5%BC%82%E5%B8%B8-%E9%99%88%E8%8D%A3%E6%98%8C2011.pdf,"https://scholar.google.com/scholar?cites=15441166018411735791&as_sdt=400005&sciodt=0,14&hl=en",28,2019-04-26,PDF,,,,,,,,3,0.38,2,2,8
F016S028,1,"A Sciriha, S Lungaro-Mifsud, AM Bonello, ...",Systemic inflammation in COPD is not influenced by pulmonary rehabilitation,2017,European Journal of …,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.1080/21679169.2017.1332682,"https://scholar.google.com/scholar?cites=4436773178045850782&as_sdt=400005&sciodt=0,14&hl=en",29,2019-04-26,,,,,,,,,1,0.5,0,4,2
F016S029,1,"J Canavan, B Linton-Willoughby, ...",Acute Exercise Testing of COPD Patients: The Effect on Systemic Inflammatory Proteins,2011,Current Respiratory …,ingentaconnect.com,https://www.ingentaconnect.com/content/ben/crmr/2011/00000007/00000006/art00012,"https://scholar.google.com/scholar?cites=1220532836521549879&as_sdt=400005&sciodt=0,14&hl=en",30,2019-04-26,,,,,,,,,1,0.13,0,3,8
F016S030,2,"AI El Gammal, R O'Farrell, L O'Mahony, ...",Systemic Inflammatory Markers and Disease Severity in Chronic Obstructive Pulmonary Disease—The Effect of Acute Exercise and Pulmonary Rehabilitation,2015,Open Journal of …,file.scirp.org,http://file.scirp.org/pdf/OJRD_2015012810033146.pdf,"https://scholar.google.com/scholar?cites=8843591731238709033&as_sdt=400005&sciodt=0,14&hl=en",31,2019-04-26,PDF,,,,,,,,2,0.5,1,4,4
F016S031,1,GNB Ferrari,A corda elástica como instrumento de treinamento resistido em paciêntes com doença pulmonar obstrutiva crônica,2011,,repositorio.unesp.br,https://repositorio.unesp.br/handle/11449/87309,"https://scholar.google.com/scholar?cites=348580606978769983&as_sdt=400005&sciodt=0,14&hl=en",32,2019-04-26,,,,,,,,,1,0.13,1,1,8
F016S032,0,"P Russo, P Lamonaca, M Milic, E Rojas, G Prinzi, ...",Biomarkers of DNA damage in COPD patients undergoing pulmonary rehabilitation: Integrating clinical parameters with genomic profiling,2019,… /Genetic Toxicology and …,Elsevier,https://www.sciencedirect.com/science/article/pii/S1383571818304595,,33,2019-04-26,HTML,,,,,,,,0,0.0,0,6,1
F016S033,0,P Collins,Nutritional screening and nutritional support in chronic obstructive pulmonary disease (COPD),2012,,eprints.soton.ac.uk,https://eprints.soton.ac.uk/379646/1/Peter%2520Collins%2520PhD%2520Thesis%25202012%2520To%2520be%2520printed%2520and%2520hardboundcropped.pdf,,34,2019-04-26,PDF,,,,,,,,0,0.0,0,1,7
F016S034,0,B Haga,Fysisk aktivitet för patienter med Kroniskt Obstruktiv Lungsjukdom: en systematisk litteraturstudie,2009,,diva-portal.org,http://www.diva-portal.org/smash/record.jsf?pid=diva2:518687,,35,2019-04-26,,,,,,,,,0,0.0,0,1,10
F016S035,0,"A Albu, M Man, N Motoc",Afectarea musculară la pacienţii cu bronhopneumopatie cronică obstructivă.,2011,Palestrica of the Third Millennium Civilization & …,pm3.ro,http://pm3.ro/pdf/43/PM3_Nr.1(43)_2011.pdf#page=66,,36,2019-04-26,PDF,,,,,,,,0,0.0,0,3,8
F016S036,0,"闫明华, 郭永忠",重症慢阻肺稳定期患者上肢无支撑运动训练对生活质量的影响,2017,临床肺科杂志,cnki.com.cn,http://www.cnki.com.cn/Article/CJFDTotal-LCFK201703016.htm,,37,2019-04-26,,,,,,,,,0,0.0,0,2,2
F016S037,0,BSA Silva,"Avaliação da força, estresse muscular e marcadores inflamatórios de indivíduos com doença pulmonar obstrutiva crônica submetidos a treinamento resistido com …",2015,,repositorio.unesp.br,https://repositorio.unesp.br/handle/11449/124009,,38,2019-04-26,,,,,,,,,0,0.0,0,1,4
F016S038,0,"PR Burgel, N Roche","Au cours des BPCO, l'activité physique évite des hospitalisations et réduit la mortalité| Regular physical activity reduces hospital admission and mortality …",2007,,Elsevier Masson,,,39,2019-04-26,CITATION,,,,,,,,0,0.0,0,2,12
F016S039,0,"毛静, 李亚, 李素云",细胞凋亡对慢性阻塞性肺疾病合并骨骼肌功能障碍影响的研究,2015,中医学报,cnki.com.cn,http://www.cnki.com.cn/Article/CJFDTotal-HNZK201507011.htm,,40,2019-04-26,,,,,,,,,0,0.0,0,3,4
F016S040,0,ESP Nascimento,Avaliação de um programa de reabilitação pulmonar domiciliar em pacientes com doença pulmonar obstrutiva crônica,2013,,bibliotecatede.uninove.br,http://bibliotecatede.uninove.br/handle/tede/896,,41,2019-04-26,,,,,,,,,0,0.0,0,1,6
F016S041,0,LC Fosco,"Efeito de treinamentos resistidos sobre marcadores inflamatórios, força e massa magra corporal de pacientes com doença pulmonar obstrutiva crônica",2011,,repositorio.unesp.br,https://repositorio.unesp.br/handle/11449/87290,,42,2019-04-26,,,,,,,,,0,0.0,0,1,8
F031S000,41,"B Berthon, L Wood",Nutrition and respiratory health—feature review,2015,Nutrients,mdpi.com,https://www.mdpi.com/2072-6643/7/3/1618,"https://scholar.google.com/scholar?cites=13901873356823003070&as_sdt=400005&sciodt=0,14&hl=en",1,2019-04-26,,,,,,,,,41,10.25,21,2,4
F031S001,14,C Cipollina,Endogenous generation and signaling actions of omega-3 fatty acid electrophilic derivatives,2015,BioMed research international,hindawi.com,https://www.hindawi.com/journals/bmri/2015/501792/abs/,"https://scholar.google.com/scholar?cites=13022425542849365386&as_sdt=400005&sciodt=0,14&hl=en",2,2019-04-26,,,,,,,,,14,3.5,14,1,4
F031S002,13,"R Varraso, RG Barr, WC Willett, ...",Fish intake and risk of chronic obstructive pulmonary disease in 2 large US cohorts,2014,… American journal of …,academic.oup.com,https://academic.oup.com/ajcn/article-abstract/101/2/354/4494392,"https://scholar.google.com/scholar?cites=17104491538096083652&as_sdt=400005&sciodt=0,14&hl=en",3,2019-04-26,,,,,,,,,13,2.6,3,4,5
F031S003,7,"A Fulton, A Coates, M Williams, P Howe, A Hill",Persistent citation of the only published randomised controlled trial of omega-3 supplementation in chronic obstructive pulmonary disease six years after its …,2015,Publications,mdpi.com,https://www.mdpi.com/2304-6775/3/1/17/htm,"https://scholar.google.com/scholar?cites=11557493871670750023&as_sdt=400005&sciodt=0,14&hl=en",4,2019-04-26,HTML,,,,,,,,7,1.75,1,5,4
F031S004,4,LG Wood,Omega-3 polyunsaturated fatty acids and chronic obstructive pulmonary disease,2015,Current Opinion in Clinical Nutrition & Metabolic Care,journals.lww.com,https://journals.lww.com/co-clinicalnutrition/Fulltext/2015/03000/Omega_3_polyunsaturated_fatty_acids_and_chronic.5.aspx?casa_token=q_1dW3eXSC4AAAAA:jRL_NsjqjYTDyY3yMX2yWa_WdP23rfK6bugBmxM-xTZmctX8cCheQBKTsIDc_rusAI4jejyIGR-2wCpLf-6JWGb24Q,"https://scholar.google.com/scholar?cites=17894681357641413042&as_sdt=400005&sciodt=0,14&hl=en",5,2019-04-26,HTML,,,,,,,,4,1.0,4,1,4
F031S005,2,"YC Lin, YJ Lin, TC Wu, CC Cheng, ...",Supplementation of fish oil improves functional capacity and quality of life in patients with chronic obstructive pulmonary disease,2016,Current Topics in …,go.galegroup.com,https://go.galegroup.com/ps/i.do?id=GALE%7CA479943049&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=15407535&p=HRCA&sw=w,"https://scholar.google.com/scholar?cites=15812955777561557431&as_sdt=400005&sciodt=0,14&hl=en",6,2019-04-26,,,,,,,,,2,0.67,0,5,3
F031S006,1,"AS Fulton, AM Coates, ...",Fish oil supplementation in chronic obstructive pulmonary disease: feasibility of conducting a randomised controlled trial,2017,Pilot and …,pilotfeasibilitystudies.biomedcentral …,https://pilotfeasibilitystudies.biomedcentral.com/articles/10.1186/s40814-017-0211-2,"https://scholar.google.com/scholar?cites=13672675144612501007&as_sdt=400005&sciodt=0,14&hl=en",7,2019-04-26,HTML,,,,,,,,1,0.5,0,3,2
F031S007,1,"C Cipollina, S Di Vincenzo, L Siena, C Di Sano, ...",17-oxo-DHA displays additive anti-inflammatory effects with fluticasone propionate and inhibits the NLRP3 inflammasome,2016,Scientific reports,nature.com,https://www.nature.com/articles/srep37625,"https://scholar.google.com/scholar?cites=11604283068010095539&as_sdt=400005&sciodt=0,14&hl=en",8,2019-04-26,HTML,,,,,,,,1,0.33,0,5,3
F031S008,1,谭谡,Omega-3 脂肪酸在防治人体疾病中的研究进展,2015,中国药房,china-pharmacy.com,http://wap.china-pharmacy.com/attached/wenjian/1/201603/10161634_9453.pdf,"https://scholar.google.com/scholar?cites=17351612701094920309&as_sdt=400005&sciodt=0,14&hl=en",9,2019-04-26,PDF,,,,,,,,1,0.25,1,1,4
F031S009,1,"A Mandecka, B Regulska-Ilow",Stan odżywienia i planowanie interwencji dietetycznych u pacjentów z przewlekłą obturacyjną chorobą płuc,2016,Probl Hig Epidemiol,researchgate.net,https://www.researchgate.net/profile/Anna_Mandecka_kawicka/publication/308903127_Stan_odzywienia_i_planowanie_interwencji_dietetycznych_u_pacjentow_z_przewlekla_obturacyjna_choroba_pluc/links/57f6642308ae280dd0bb26e5.pdf,"https://scholar.google.com/scholar?cites=5424536496162433433&as_sdt=400005&sciodt=0,14&hl=en",10,2019-04-26,PDF,,,,,,,,1,0.33,1,2,3
F031S010,0,D Chace,"Superfood Smoothie Bowls: Delicious, Satisfying, Protein-Packed Blends that Boost Energy and Burn Fat",2017,,books.google.com,https://books.google.com/books?hl=en&lr=&id=Xy_XCwAAQBAJ&oi=fnd&pg=PA4&ots=2dK3y9w2dZ&sig=zwCBGHdC6e9QjvNvuuE-2GcUlH0,,11,2019-04-26,BOOK,,,,,,,,0,0.0,0,1,2
F031S011,0,"ЛС Овчаренко, АА Вертегел, ТГ Андриенко, ...",Иммунорегулирующий потенциал омега-3 полиненасыщенных жирных кислот: использование для профилактики частой инфекционной …,2015,Здоровье …,cyberleninka.ru,https://cyberleninka.ru/article/n/immunoreguliruyuschiy-potentsial-omega-3-polinenasyschennyh-zhirnyh-kislot-ispolzovanie-dlya-profilaktiki-chastoy-infektsionnoy,,12,2019-04-26,HTML,,,,,,,,0,0.0,0,4,4
F031S012,0,"Z ZHANG, J ZOU",Clinical use of enteral immune nutrition in patients with acute exacerbation of chronic obstructive pulmonary disease,2015,Medical Journal of Chinese People's Liberation Army,plamj.org,http://plamj.org/index.php/plamj/article/view/1143,,13,2019-04-26,,,,,,,,,0,0.0,0,2,4
F031S013,0,"Z Zhi-cheng, J ZOU",肠内免疫营养治疗在慢性阻塞性肺疾病急性发作患者中的临床应用,2015,Jie Fang Jun Yi Xue Za Zhi,search.proquest.com,http://search.proquest.com/openview/8de2b525a80debcf879fbf0370306d9e/1?pq-origsite=gscholar&cbl=2047934,,14,2019-04-26,,,,,,,,,0,0.0,0,2,4
F031S014,0,"LS Ovcharenko, AA Vertegel, ...",Полиненасыщенные жирные кислоты: влияние на иммунитет и возможности клинического применения,2015,Современная …,sp.med-expert.com.ua,http://sp.med-expert.com.ua/article/view/SP.2015.72.45,,15,2019-04-26,,,,,,,,,0,0.0,0,3,4
F031S015,0,"张国玉, 邹剑峰",肠内免疫营养在慢性阻塞性肺疾病治疗中的应用,2015,中华医学杂志,,,,16,2019-04-26,CITATION,,,,,,,,0,0.0,0,2,4
F014S000,193,"E Abedi, MA Sahari",Long‐chain polyunsaturated fatty acid sources and evaluation of their nutritional and functional properties,2014.0,Food science & nutrition,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/fsn3.121,"https://scholar.google.com/scholar?cites=13005501234789456026&as_sdt=400005&sciodt=0,14&hl=en",1,2019-04-26,,,,,,,,,193,38.6,97,2,5.0
F014S001,70,"K Böhme, IC Fernández‐No, ...",Rapid species identification of seafood spoilage and pathogenic Gram‐positive bacteria by MALDI‐TOF mass fingerprinting,2011.0,…,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/elps.201100217,"https://scholar.google.com/scholar?cites=1639361751719519233&as_sdt=400005&sciodt=0,14&hl=en",2,2019-04-26,,,,,,,,,70,8.75,23,3,8.0
F014S002,42,D Li,Omega‐3 polyunsaturated fatty acids and non‐communicable diseases: Meta‐analysis based systematic review,2015.0,Asia Pacific journal of clinical nutrition,airitilibrary.com,http://www.airitilibrary.com/Publication/alDetailedMesh?docid=09647058-201503-201503180028-201503180028-10-15,"https://scholar.google.com/scholar?cites=2289141615911490263&as_sdt=400005&sciodt=0,14&hl=en",3,2019-04-26,,,,,,,,,42,10.5,42,1,4.0
F014S003,15,"ML Wahlqvist, KN Kuo",Securing health through food systems: an initiative of the nutrition consortium of the National Health Research Institutes in Taiwan and Asia Pacific regional partners …,2009.0,Asia Pacific journal of clinical nutrition,airitilibrary.com,http://www.airitilibrary.com/Publication/alDetailedMesh?docid=09647058-200912-201306130013-201306130013-472-479,"https://scholar.google.com/scholar?cites=17883549890907473043&as_sdt=400005&sciodt=0,14&hl=en",4,2019-04-26,,,,,,,,,15,1.5,8,2,10.0
F014S004,11,"F Behdani, P Hebrani, A Naseraee, ...",Does omega-3 supplement enhance the therapeutic results of methylphenidate in attention deficit hyperactivity disorder patients?,2013.0,Journal of research in …,ncbi.nlm.nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3872603/,"https://scholar.google.com/scholar?cites=9017061364967514262&as_sdt=400005&sciodt=0,14&hl=en",5,2019-04-26,HTML,,,,,,,,11,1.83,3,4,6.0
F014S005,11,"B Valenzuela, JG Gormáz, L Masson Salaué, ...",Evaluation of the hepatic bioconversion of alpha-linolenic acid (ALA) to eicosapentaenoic acid (EPA) and docosahexaenoic acid (DHA) in rats fed with oils from chia …,2012.0,,repositorio.uchile.cl,http://repositorio.uchile.cl/handle/2250/128999,"https://scholar.google.com/scholar?cites=13093731322099959196&as_sdt=400005&sciodt=0,14&hl=en",6,2019-04-26,,,,,,,,,11,1.57,3,4,7.0
F014S006,9,"AM El-Mowafy, MM Katary, C Pye, AS Ibrahim, ...",Novel molecular triggers underlie valproate-induced liver injury and its alleviation by the omega-3 fatty acid DHA: role of inflammation and apoptosis,2016.0,Heliyon,Elsevier,https://www.sciencedirect.com/science/article/pii/S2405844016301062,"https://scholar.google.com/scholar?cites=12560559896735168361&as_sdt=400005&sciodt=0,14&hl=en",7,2019-04-26,HTML,,,,,,,,9,3.0,2,5,3.0
F014S007,8,"B Liu, H Ertesvåg, IM Aasen, O Vadstein, T Brautaset, ...",Draft genome sequence of the docosahexaenoic acid producing thraustochytrid Aurantiochytrium sp. T66,2016.0,Genomics data,Elsevier,https://www.sciencedirect.com/science/article/pii/S2213596016300599,"https://scholar.google.com/scholar?cites=3414263389461762486&as_sdt=400005&sciodt=0,14&hl=en",8,2019-04-26,HTML,,,,,,,,8,2.67,1,6,3.0
F014S008,7,"D Li, KS Yap",Climate change and its impact on food and nutrition security and food safety in China,2011.0,"Healthy Agriculture, Healthy Nutrition, Healthy People",karger.com,https://www.karger.com/Article/Abstract/327807,"https://scholar.google.com/scholar?cites=10591702902552799418&as_sdt=400005&sciodt=0,14&hl=en",9,2019-04-26,,,,,,,,,7,0.88,4,2,8.0
F014S009,6,"AML Würtz, MD Hansen, A Tjønneland, ...","Substitutions of red meat, poultry and fish and risk of myocardial infarction",2016.0,British Journal of …,cambridge.org,https://www.cambridge.org/core/journals/british-journal-of-nutrition/article/substitutions-of-red-meat-poultry-and-fish-and-risk-of-myocardial-infarction/31037C2E76220695CBC45CC16A32039B,"https://scholar.google.com/scholar?cites=5388984618227584505&as_sdt=400005&sciodt=0,14&hl=en",10,2019-04-26,,,,,,,,,6,2.0,2,4,3.0
F014S010,5,"JH Park, K Musa-Veloso, B Lynch, H Leslie, ...",13-Week oral toxicity study of oil derived from squid (Todarodes pacificus) in Sprague-Dawley rats,2012.0,Regulatory Toxicology …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0273230012001493,"https://scholar.google.com/scholar?cites=1890501569743748624&as_sdt=400005&sciodt=0,14&hl=en",11,2019-04-26,HTML,,,,,,,,5,0.71,1,5,7.0
F014S011,5,"Y Huang, M Huang",Implementation of the Sino-Vietnamese Fishery Agreement: Mainly Chinese Perspective,2013.0,Beijing L. Rev.,HeinOnline,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/beijlar4&section=22,"https://scholar.google.com/scholar?cites=10989155355993492322&as_sdt=400005&sciodt=0,14&hl=en",12,2019-04-26,PDF,,,,,,,,5,0.83,3,2,6.0
F014S012,3,"D Li, ML Wahlqvist",Securing food from field to table: what can we do?,2011.0,Asia Pacific journal of clinical nutrition,airitilibrary.com,http://www.airitilibrary.com/Publication/alDetailedMesh?docid=09647058-201106-201306100024-201306100024-149-150,"https://scholar.google.com/scholar?cites=857731650760805367&as_sdt=400005&sciodt=0,14&hl=en",13,2019-04-26,,,,,,,,,3,0.38,2,2,8.0
F014S013,3,AD Zajdband,Integrated agri-aquaculture systems,2011.0,"Genetics, Biofuels and Local Farming Systems",Springer,https://link.springer.com/chapter/10.1007/978-94-007-1521-9_4,"https://scholar.google.com/scholar?cites=6950089975995401645&as_sdt=400005&sciodt=0,14&hl=en",14,2019-04-26,,,,,,,,,3,0.38,3,1,8.0
F014S014,4,АВ Суханов,Полиненасыщенные жирные кислоты в профилактике болезни Альцгеймера: обзор литературы,2012.0,Успехи геронтологии,elibrary.ru,https://elibrary.ru/item.asp?id=17644818,"https://scholar.google.com/scholar?cites=9972201901719923120&as_sdt=400005&sciodt=0,14&hl=en",15,2019-04-26,,,,,,,,,4,0.57,4,1,7.0
F014S015,2,"EM Bhatti, NA Qureshi, F Rasool, ...",CLUSTER ANALYSIS IN CHANNA PUNCTATUS FISH REVEALED BY MOLECULAR MARKERS IN PUNJAB-PAKISTAN.,2014.0,Pakistan Journal of …,search.ebscohost.com,http://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=00309877&asa=Y&AN=101040647&h=7z6H8J2N5FScKvEjCNjnauXNEueFFjqBMxF60mpvUc9%2BBhdmAQmWnbiJoBzCrK1ezDsBOXrrSjv186dgtEFIAg%3D%3D&crl=c,"https://scholar.google.com/scholar?cites=16457048165800580140&as_sdt=400005&sciodt=0,14&hl=en",16,2019-04-26,,,,,,,,,2,0.4,1,4,5.0
F014S016,2,"A Fickler, S Staats, M Hasler, G Rimbach, C Schulz",Dietary Buglossoides arvensis Oil as a Potential Candidate to Substitute Fish Oil in Rainbow Trout Diets,2018.0,Lipids,Wiley Online Library,https://onlinelibrary.wiley.com/doi/pdf/10.1002/lipd.12092,"https://scholar.google.com/scholar?cites=1509093589010245255&as_sdt=400005&sciodt=0,14&hl=en",17,2019-04-26,PDF,,,,,,,,2,2.0,0,5,1.0
F014S017,2,"A ÖZKAYA, AS ERTÜRK, MG SUCAK, ...",Saanen Keçi Sütünün Bazı Biyokimyasal Özelliklerinin Belirlenmesi,2017.0,Iğdır Üniversitesi Fen …,dergipark.gov.tr,http://dergipark.gov.tr/download/article-file/419668,"https://scholar.google.com/scholar?cites=8600712289362683042&as_sdt=400005&sciodt=0,14&hl=en",18,2019-04-26,PDF,,,,,,,,2,1.0,1,4,2.0
